REPORTING_PERIOD_START,REPORTING_PERIOD_END,STATUS,BREAKDOWN,PRIMARY_LEVEL,PRIMARY_LEVEL_DESCRIPTION,SECONDARY_LEVEL,SECONDARY_LEVEL_DESCRIPTION,MEASURE_ID,MEASURE_NAME,MEASURE_VALUE,month,year,high_demand
2023-01-02,28/02/2023,Final,England; IMD Decile,England,England,05 More deprived,05 More deprived,MHS01,People in contact with services at the end of the reporting period,165265,1,2023,1
2023-01-02,28/02/2023,Final,England; IMD Decile,England,England,06 Less deprived,06 Less deprived,MHS01,People in contact with services at the end of the reporting period,155010,1,2023,1
2023-01-02,28/02/2023,Final,England; IMD Decile,England,England,07 Less deprived,07 Less deprived,MHS01,People in contact with services at the end of the reporting period,142322,1,2023,0
2023-01-02,28/02/2023,Final,England; IMD Decile,England,England,08 Less deprived,08 Less deprived,MHS01,People in contact with services at the end of the reporting period,136300,1,2023,0
2023-01-02,28/02/2023,Final,England; IMD Decile,England,England,09 Less deprived,09 Less deprived,MHS01,People in contact with services at the end of the reporting period,127828,1,2023,0
2023-01-02,28/02/2023,Final,England; IMD Decile,England,England,10 Least deprived,10 Least deprived,MHS01,People in contact with services at the end of the reporting period,117621,1,2023,0
2023-01-02,28/02/2023,Final,England; IMD Decile,England,England,UNKNOWN,UNKNOWN,MHS01,People in contact with services at the end of the reporting period,33037,1,2023,0
2023-01-02,28/02/2023,Final,England; Sexual Orientation,England,England,Asexual (not sexually attracted to either gender),Asexual (not sexually attracted to either gender),MHS01,People in contact with services at the end of the reporting period,1128,1,2023,0
2023-01-02,28/02/2023,Final,England; Sexual Orientation,England,England,Bisexual,Bisexual,MHS01,People in contact with services at the end of the reporting period,7803,1,2023,0
2023-01-02,28/02/2023,Final,England; Sexual Orientation,England,England,Gay or Lesbian,Gay or Lesbian,MHS01,People in contact with services at the end of the reporting period,19478,1,2023,0
2023-01-02,28/02/2023,Final,England; Sexual Orientation,England,England,Heterosexual or Straight,Heterosexual or Straight,MHS01,People in contact with services at the end of the reporting period,204122,1,2023,1
2023-01-02,28/02/2023,Final,England; Sexual Orientation,England,England,Not Stated (Person asked but declined to provide a response),Not Stated (Person asked but declined to provide a response),MHS01,People in contact with services at the end of the reporting period,31929,1,2023,1
2023-01-02,28/02/2023,Final,England; Sexual Orientation,England,England,Not known (not recorded),Not known (not recorded),MHS01,People in contact with services at the end of the reporting period,186710,1,2023,1
2023-01-02,28/02/2023,Final,England; Sexual Orientation,England,England,Person asked and does not know or is not sure,Person asked and does not know or is not sure,MHS01,People in contact with services at the end of the reporting period,3131,1,2023,0
2023-01-02,28/02/2023,Final,England; Sexual Orientation,England,England,UNKNOWN,UNKNOWN,MHS01,People in contact with services at the end of the reporting period,1281278,1,2023,1
2023-01-03,31/03/2023,Final,England; Accommodation Type,England,England,1,Owner occupier,MHS01,People in contact with services at the end of the reporting period,92553,1,2023,1
2023-01-03,31/03/2023,Final,England; Accommodation Type,England,England,2,Tenant - Local Authority/Arms Length Management Organisation/registered social housing provider,MHS01,People in contact with services at the end of the reporting period,48131,1,2023,1
2023-01-03,31/03/2023,Final,England; Accommodation Type,England,England,3,Tenant - private landlord,MHS01,People in contact with services at the end of the reporting period,21862,1,2023,1
2023-01-03,31/03/2023,Final,England; Accommodation Type,England,England,4,Living with family,MHS01,People in contact with services at the end of the reporting period,59993,1,2023,1
2023-01-03,31/03/2023,Final,England; Accommodation Type,England,England,5,Living with friends,MHS01,People in contact with services at the end of the reporting period,12986,1,2023,1
2023-01-03,31/03/2023,Final,England; Accommodation Type,England,England,6,University or College accommodation,MHS01,People in contact with services at the end of the reporting period,1115,1,2023,0
2023-01-03,31/03/2023,Final,England; Accommodation Type,England,England,7,ACCOMMODATION tied to job (including Armed Forces),MHS01,People in contact with services at the end of the reporting period,82,1,2023,0
2023-01-03,31/03/2023,Final,England; Accommodation Type,England,England,8,Mobile ACCOMMODATION,MHS01,People in contact with services at the end of the reporting period,208,1,2023,0
2023-01-03,31/03/2023,Final,England; Accommodation Type,England,England,9,Care Home Services without Nursing,MHS01,People in contact with services at the end of the reporting period,6632,1,2023,1
2023-01-03,31/03/2023,Final,England; Accommodation Type,England,England,10,Care Home Services with Nursing,MHS01,People in contact with services at the end of the reporting period,8382,1,2023,1
2023-01-03,31/03/2023,Final,England; Accommodation Type,England,England,11,Specialist Housing (with suitable adaptations to meet impairment needs and support to live independently),MHS01,People in contact with services at the end of the reporting period,12528,1,2023,1
2023-01-03,31/03/2023,Final,England; Accommodation Type,England,England,12,Rough sleeper,MHS01,People in contact with services at the end of the reporting period,1657,1,2023,0
2023-01-03,31/03/2023,Final,England; Accommodation Type,England,England,13,Squatting,MHS01,People in contact with services at the end of the reporting period,305,1,2023,0
2023-01-03,31/03/2023,Final,England; Accommodation Type,England,England,14,Sofa surfing (sleeps on different friends floor each night),MHS01,People in contact with services at the end of the reporting period,597,1,2023,0
2023-01-03,31/03/2023,Final,England; Accommodation Type,England,England,15,Staying with friends/family as a short term guest,MHS01,People in contact with services at the end of the reporting period,22144,1,2023,1
2023-01-03,31/03/2023,Final,England; Accommodation Type,England,England,16,Bed and breakfast ACCOMMODATION to prevent or relieve homelessness,MHS01,People in contact with services at the end of the reporting period,1070,1,2023,0
2023-01-03,31/03/2023,Final,England; Accommodation Type,England,England,17,Sleeping in a night shelter,MHS01,People in contact with services at the end of the reporting period,408,1,2023,0
2023-01-03,31/03/2023,Final,England; Accommodation Type,England,England,18,Hostel to prevent or relieve homelessness,MHS01,People in contact with services at the end of the reporting period,872,1,2023,0
2023-01-03,31/03/2023,Final,England; Accommodation Type,England,England,19,Temporary housing to prevent or relieve homelessness,MHS01,People in contact with services at the end of the reporting period,1554,1,2023,0
2023-01-03,31/03/2023,Final,England; Accommodation Type,England,England,20,Admitted PATIENT settings,MHS01,People in contact with services at the end of the reporting period,6293,1,2023,0
2023-01-03,31/03/2023,Final,England; Accommodation Type,England,England,21,Criminal justice settings,MHS01,People in contact with services at the end of the reporting period,774,1,2023,0
2023-01-03,31/03/2023,Final,England; Accommodation Type,England,England,98,Other (not listed),MHS01,People in contact with services at the end of the reporting period,107017,1,2023,1
2023-01-03,31/03/2023,Final,England; Accommodation Type,England,England,UNKNOWN,UNKNOWN,MHS01,People in contact with services at the end of the reporting period,1354036,1,2023,1
2023-01-03,31/03/2023,Final,England; Age,England,England,0 to 5,0 to 5,MHS01,People in contact with services at the end of the reporting period,29426,1,2023,0
2023-01-03,31/03/2023,Final,England; Age,England,England,11 to 15,11 to 15,MHS01,People in contact with services at the end of the reporting period,252575,1,2023,1
2023-01-03,31/03/2023,Final,England; Age,England,England,16,16,MHS01,People in contact with services at the end of the reporting period,57784,1,2023,0
2023-01-03,31/03/2023,Final,England; Age,England,England,17,17,MHS01,People in contact with services at the end of the reporting period,46994,1,2023,0
2023-01-03,31/03/2023,Final,England; Age,England,England,18,18,MHS01,People in contact with services at the end of the reporting period,30995,1,2023,0
2023-01-03,31/03/2023,Final,England; Age,England,England,19,19,MHS01,People in contact with services at the end of the reporting period,27602,1,2023,0
2023-01-03,31/03/2023,Final,England; Age,England,England,20 to 24,20 to 24,MHS01,People in contact with services at the end of the reporting period,134437,1,2023,1
2023-01-03,31/03/2023,Final,England; Age,England,England,25 to 29,25 to 29,MHS01,People in contact with services at the end of the reporting period,131667,1,2023,1
2023-01-03,31/03/2023,Final,England; Age,England,England,30 to 34,30 to 34,MHS01,People in contact with services at the end of the reporting period,124271,1,2023,1
2023-01-03,31/03/2023,Final,England; Age,England,England,35 to 39,35 to 39,MHS01,People in contact with services at the end of the reporting period,105462,1,2023,1
2023-01-03,31/03/2023,Final,England; Age,England,England,40 to 44,40 to 44,MHS01,People in contact with services at the end of the reporting period,89496,1,2023,1
2023-01-03,31/03/2023,Final,England; Age,England,England,45 to 49,45 to 49,MHS01,People in contact with services at the end of the reporting period,75122,1,2023,1
2023-01-03,31/03/2023,Final,England; Age,England,England,50 to 54,50 to 54,MHS01,People in contact with services at the end of the reporting period,77622,1,2023,1
2023-01-03,31/03/2023,Final,England; Age,England,England,55 to 59,55 to 59,MHS01,People in contact with services at the end of the reporting period,71282,1,2023,1
2023-01-03,31/03/2023,Final,England; Age,England,England,6 to 10,6 to 10,MHS01,People in contact with services at the end of the reporting period,136659,1,2023,1
2023-01-03,31/03/2023,Final,England; Age,England,England,60 to 64,60 to 64,MHS01,People in contact with services at the end of the reporting period,56692,1,2023,0
2023-01-03,31/03/2023,Final,England; Age,England,England,65 to 69,65 to 69,MHS01,People in contact with services at the end of the reporting period,45946,1,2023,0
2023-01-03,31/03/2023,Final,England; Age,England,England,70 to 74,70 to 74,MHS01,People in contact with services at the end of the reporting period,48726,1,2023,0
2023-01-03,31/03/2023,Final,England; Age,England,England,75 to 79,75 to 79,MHS01,People in contact with services at the end of the reporting period,65772,1,2023,1
